TEMPERATURE,WINDSPEED,ZENITH,DHI,DNI,POWER
19.8,4.6,54.13,91,882,38.5
20.8,4.6,49.46,113,856,58.7
21.5,4.5,45.44,98,929,67.7
22.2,4.5,42.24,103,937,65.8
22.7,4.3,40.07,184,789,55.9
23.2,4.1,39.12,106,947,55.9
23.4,3.9,39.45,105,946,61.9
23.7,3.7,41.05,106,938,67
23.7,3.5,43.77,104,927,67.5
23.7,3.3,47.42,100,911,73.4
23.5,3.2,51.8,96,888,69.2
23.3,3,56.73,90,863,67.9
22.7,3,62.08,83,819,62
22.2,2.9,67.73,74,758,55.8
22.2,2.9,73.62,64,666,47.8
18.5,1.7,79.66,49,519,32.8
17.6,2.2,85.76,27,271,0
16.7,2.6,92.2,0,0,0
16.4,3.5,98.53,0,0,0
16.1,4.4,104.88,0,0,0
15.5,5,111.23,0,0,0
14.9,5.6,117.53,0,0,0
14.1,5.6,123.74,0,0,0
13.3,5.6,129.82,0,0,0
12.6,5.2,135.67,0,0,0
11.9,4.9,141.19,0,0,0
11.3,4.5,146.18,0,0,0
10.8,4.2,150.37,0,0,0
10.4,3.8,153.37,0,0,0
10,3.5,154.75,0,0,0
9.7,3.3,154.23,0,0,0
9.4,3.1,151.92,0,0,0
9.1,2.9,148.21,0,0,0
8.8,2.7,143.54,0,0,0
8.5,2.6,138.23,0,0,0
8.2,2.5,132.51,0,0,0
8,2.6,126.52,0,0,0
7.8,2.7,120.36,0,0,0
7.6,2.8,114.08,0,0,0
7.4,2.9,107.75,0,0,0
7.5,3.2,101.39,0,0,0
7.6,3.5,95.04,0,0,0
8.7,4.2,88.42,3,0,0
9.9,5,82.37,36,0,0
11.1,5.4,76.27,85,11,17
12.4,5.8,70.29,112,0,0.4
13.3,5.8,64.5,126,0,11.6
14.2,5.8,58.97,159,3,16.7
15.1,5.8,53.8,189,9,9.2
16,5.7,49.12,210,11,9.2
16.9,5.7,45.08,187,8,12.1
17.8,5.6,41.86,289,25,8.6
18.7,5.5,39.69,246,14,11.3
19.5,5.5,38.73,240,14,10.6
20.1,5.4,39.08,213,11,18.8
20.7,5.3,40.7,276,20,30.2
21.1,5.3,43.45,252,17,14.7
21.5,5.3,47.13,223,13,20.6
21.6,5.3,51.54,299,132,23.3
21.7,5.4,56.49,257,198,39.8
21.4,5.4,61.86,211,180,10.2
21.1,5.4,67.54,101,583,11.3
21.1,5.4,73.43,78,580,15.3
18.9,4.5,79.49,66,202,15.8
18.4,4.9,85.6,27,109,0
17.8,5.3,92.04,0,0,0
17.5,5.4,98.38,0,0,0
17.1,5.5,104.73,0,0,0
16.5,5.2,111.07,0,0,0
16,4.9,117.36,0,0,0
15.3,4.5,123.57,0,0,0
14.7,4,129.63,0,0,0
14.1,3.8,135.46,0,0,0
13.6,3.5,140.95,0,0,0
13.2,3.3,145.91,0,0,0
12.8,3.2,150.06,0,0,0
12.4,3,153.02,0,0,0
12,2.9,154.37,0,0,0
11.7,2.8,153.84,0,0,0
11.4,2.7,151.54,0,0,0
11.2,2.7,147.86,0,0,0
10.9,2.6,143.22,0,0,0
10.8,2.7,137.93,0,0,0
10.7,2.8,132.23,0,0,0
10.7,3,126.25,0,0,0
10.7,3.1,120.1,0,0,0
10.8,3.3,113.83,0,0,0
10.8,3.4,107.5,0,0,0
11,3.7,101.14,0,0,0
11.3,3.9,94.79,0,0,0
12.1,4.2,88.19,11,0,0
12.9,4.5,82.12,50,90,3.1
14.2,4.8,76,65,488,29.6
15.5,5,70.01,138,62,39.8
17.1,5,64.21,135,0,19.4
18.6,5,58.67,187,16,25.7
20.1,4.7,53.48,240,420,29
21.5,4.5,48.78,323,183,54.9
22.7,4.3,44.71,221,651,51.8
23.8,4.1,41.49,214,711,50.8
24.6,4,39.3,103,951,67.4
25.4,4,38.34,102,957,69.8
25.9,4,38.71,102,956,65.7
26.4,4,40.35,100,955,67.4
26.6,4,43.13,98,945,66.7
26.8,4,46.84,94,933,66
26.8,3.8,51.27,90,911,66.7
26.7,3.7,56.25,86,879,68.3
26.1,3.3,61.65,80,837,65.4
25.5,2.9,67.34,74,770,60
25.5,2.9,73.25,64,682,46.9
21.3,2.1,79.31,65,243,29.2
20.7,2.4,85.44,28,104,0
20,2.7,91.89,0,0,0
19.6,2.7,98.22,0,0,0
19.1,2.7,104.57,0,0,0
18.3,2.5,110.91,0,0,0
17.5,2.3,117.2,0,0,0
16.7,2.1,123.39,0,0,0
16,1.9,129.44,0,0,0
15.4,1.6,135.25,0,0,0
14.8,1.4,140.72,0,0,0
14.2,1.2,145.64,0,0,0
13.6,1,149.75,0,0,0
13.2,1,152.67,0,0,0
12.7,1.1,153.98,0,0,0
12.4,1.2,153.45,0,0,0
12.1,1.3,151.17,0,0,0
11.9,1.4,147.52,0,0,0
11.7,1.5,142.9,0,0,0
11.2,1.5,137.63,0,0,0
10.8,1.6,131.95,0,0,0
10.2,1.7,125.99,0,0,0
9.7,1.7,119.84,0,0,0
9.1,1.7,113.58,0,0,0
8.6,1.8,107.25,0,0,0
8.7,1.8,100.9,0,0,0
8.8,1.9,94.54,0,0,0
10.9,2.7,87.95,16,251,0
12.9,3.5,81.86,36,576,0
14.6,3.4,75.74,50,751,25.4
16.4,3.4,69.73,137,256,28.5
18.6,3.4,63.92,71,792,42.3
20.9,3.4,58.36,73,954,37.1
22.2,3.2,53.16,77,985,54
23.5,3,48.43,82,1007,63.3
24.1,2.8,44.35,85,1033,68.1
24.8,2.6,41.11,85,1046,66.9
25.2,2.5,38.91,126,1001,65.1
25.6,2.3,37.96,87,1056,62
25.8,2.3,38.33,87,1055,47.6
26,2.2,40,87,1049,54.6
26,2.1,42.81,85,1030,65.4
26.1,1.9,46.55,80,1021,66.1
25.8,1.5,51.01,77,1002,64.6
25.6,1.1,56.02,72,977,61.5
25.1,0.7,61.43,67,940,64.5
24.5,0.2,67.14,61,887,59.2
24.5,0.2,73.07,53,809,49.1
21.8,0.6,79.14,42,683,34.5
20.6,0.9,85.28,26,450,0
19.5,1.2,91.73,0,0,0
18.5,1.3,98.07,0,0,0
17.5,1.5,104.42,0,0,0
16.5,1.5,110.75,0,0,0
15.6,1.6,117.04,0,0,0
14.8,1.6,123.22,0,0,0
13.9,1.7,129.25,0,0,0
13.2,1.6,135.04,0,0,0
12.6,1.6,140.48,0,0,0
12,1.6,145.37,0,0,0
11.5,1.6,149.44,0,0,0
11.1,1.5,152.32,0,0,0
10.8,1.5,153.6,0,0,0
10.7,1.4,153.06,0,0,0
10.6,1.3,150.79,0,0,0
10.5,1.1,147.16,0,0,0
10.5,0.9,142.57,0,0,0
10,0.9,137.33,0,0,0
9.4,0.9,131.66,0,0,0
8.7,1,125.71,0,0,0
8,1.2,119.58,0,0,0
7.5,1.2,113.33,0,0,0
7,1.2,107,0,0,0
7.2,1.2,100.64,0,0,0
7.4,1.2,94.29,0,0,0
8.9,1.6,87.71,17,259,0
10.5,2.1,81.6,50,230,16.1
12,1.8,75.47,52,722,45.9
13.5,1.5,69.45,62,818,56.3
15.7,1,63.62,69,882,54
17.8,0.6,58.05,74,929,54
19.8,1.2,52.83,79,961,68.4
21.7,1.7,48.09,81,987,67.2
23.1,2,43.99,84,1003,67.8
24.4,2.2,40.72,84,1010,65.6
25.6,2.4,38.52,86,1017,65.7
26.7,2.5,37.57,85,1021,58.3
27.3,2.5,37.96,138,909,64
28,2.4,39.65,155,852,62.6
28.2,2.3,42.49,248,619,63.9
28.4,2.2,46.26,116,883,62.3
28.2,2.2,50.75,114,835,59
28.1,2.1,55.78,80,931,54.2
27.3,1.9,61.22,74,892,56.7
26.5,1.6,66.95,69,830,55
26.5,1.6,72.89,59,748,43.2
21.1,1.5,78.98,47,608,19.4
19.9,1.7,85.13,28,376,0
18.7,1.9,91.57,0,0,0
18.2,2,97.91,0,0,0
17.8,2.2,104.26,0,0,0
17.4,2.3,110.6,0,0,0
17,2.4,116.87,0,0,0
16.6,2.4,123.05,0,0,0
16.2,2.4,129.06,0,0,0
15.6,2.2,134.83,0,0,0
15.1,2,140.24,0,0,0
14.5,1.7,145.1,0,0,0
13.8,1.4,149.13,0,0,0
13.3,1.3,151.96,0,0,0
12.9,1.2,153.22,0,0,0
12.6,1.2,152.67,0,0,0
12.4,1.3,150.41,0,0,0
12.4,1.3,146.81,0,0,0
12.4,1.3,142.24,0,0,0
12.4,1.4,137.02,0,0,0
12.3,1.4,131.37,0,0,0
12,1.5,125.44,0,0,0
11.7,1.6,119.31,0,0,0
11.4,1.6,113.07,0,0,0
11,1.7,106.75,0,0,0
11,2,100.39,0,0,0
11,2.2,94.03,0,0,0
12.8,3,87.47,19,0,0
14.6,3.7,81.34,48,311,19.9
16.3,3.5,75.2,83,376,41.8
18,3.2,69.17,122,407,53
20.7,3.7,63.33,134,548,58.9
23.4,4.1,57.74,167,555,60.1
25.3,4.4,52.5,87,902,67.7
27.2,4.7,47.74,95,946,64.3
28,4.5,43.62,108,945,66.1
28.8,4.2,40.34,116,965,65.6
29.3,4.4,38.13,124,960,50.2
29.8,4.5,37.18,172,841,48.7
30,4.9,37.58,96,1016,67.7
30.3,5.3,39.3,98,1005,74.7
30.2,5.6,42.17,96,996,66.1
30.1,5.9,45.97,94,980,65.5
29.7,6,50.49,144,759,65.3
29.2,6.1,55.55,203,491,66.1
28,5.6,61.01,80,803,27.4
26.8,5.2,66.75,167,213,33
26.8,5.2,72.71,77,546,14.8
22.8,3.8,78.81,66,0,17.6
21.6,3.8,84.97,26,0,0
20.5,3.8,91.42,0,0,0
20,3.7,97.76,0,0,0
19.5,3.6,104.11,0,0,0
18.9,3.5,110.44,0,0,0
18.4,3.4,116.71,0,0,0
17.8,3.1,122.87,0,0,0
17.3,2.8,128.87,0,0,0
16.8,2.6,134.62,0,0,0
16.3,2.4,140,0,0,0
16.2,2.1,144.82,0,0,0
16,1.9,148.81,0,0,0
15.8,1.8,151.61,0,0,0
15.5,1.6,152.83,0,0,0
15.2,1.7,152.27,0,0,0
14.8,1.8,150.03,0,0,0
14.4,1.8,146.45,0,0,0
14,1.8,141.91,0,0,0
13.5,1.8,136.71,0,0,0
13,1.7,131.08,0,0,0
12.4,1.7,125.16,0,0,0
11.9,1.6,119.04,0,0,0
11.5,1.6,112.8,0,0,0
11.1,1.6,106.49,0,0,0
11.5,1.8,100.13,0,0,0
11.9,2.1,93.78,0,0,0
13.2,2.7,87.22,19,245,0
14.5,3.4,81.08,41,539,0.8
15.9,3.9,74.93,55,697,35
17.3,4.5,68.89,144,257,48.4
18.3,5.3,63.03,106,0,48.3
19.3,6.1,57.43,177,9,32.1
20.1,6.6,52.17,280,296,30.7
20.9,7,47.39,303,365,46.6
21.5,7.3,43.25,355,276,47.5
22.1,7.5,39.96,390,138,44.8
22.4,7.7,37.74,406,217,35.6
22.7,7.8,36.78,409,244,44.5
23.2,7.9,37.2,411,143,33.5
23.7,8,38.95,377,320,22
24,8,41.85,377,140,18.7
24.4,8,45.68,338,274,17.6
24.4,7.9,50.23,304,256,63.8
24.4,7.9,55.32,95,884,71.2
23.8,7.7,60.8,205,314,27
23.3,7.5,66.56,167,230,3.2
23.3,7.5,72.53,104,4,0.4
20.3,7.4,78.64,72,197,0
19,7.9,84.81,31,77,10.7
17.6,8.3,91.26,0,0,0
16.4,8.6,97.61,0,0,0
15.2,8.9,103.96,0,0,0
14.1,9,110.28,0,0,0
13,9,116.54,0,0,0
12.2,8.3,122.69,0,0,0
11.4,7.6,128.68,0,0,0
10.8,7.7,134.41,0,0,0
10.2,7.8,139.76,0,0,0
9.7,8.1,144.54,0,0,0
9.2,8.5,148.49,0,0,0
8.9,8.5,151.25,0,0,0
8.6,8.4,152.44,0,0,0
8.5,8.4,151.88,0,0,0
8.4,8.4,149.65,0,0,0
8.2,8.4,146.09,0,0,0
8,8.4,141.57,0,0,0
7.8,8.3,136.4,0,0,0
7.5,8.2,130.78,0,0,0
7.2,7.9,124.88,0,0,0
6.8,7.6,118.77,0,0,0
6.4,7.3,112.54,0,0,0
6,6.9,106.23,0,0,0
6,6.9,99.88,0,0,0
5.9,6.8,93.52,0,0,0
7,7.3,86.97,19,334,0
8.1,7.7,80.81,38,632,18.2
9.8,8.1,74.65,50,780,49.9
11.4,8.5,68.6,58,873,62.5
12.7,8.3,62.74,64,931,71.8
13.9,8.2,57.12,112,751,77.6
14.8,8.3,51.84,124,792,77.9
15.7,8.3,47.04,241,551,81.2
16.5,8.4,42.88,81,1025,72
17.2,8.5,39.57,89,1017,69.1
17.9,8.4,37.34,325,512,71.9
18.5,8.3,36.39,375,56,57.5
18.9,8.1,36.83,388,73,55.8
19.3,7.9,38.6,230,13,29.2
18.8,7.3,41.53,249,16,15.6
18.3,6.8,45.4,289,33,16
18.3,6.7,49.98,277,46,14.3
18.2,6.7,55.09,215,22,10.5
17.9,6.6,60.59,214,268,5.6
17.6,6.5,66.37,165,57,1.9
17.6,6.5,72.35,108,336,12.8
14.9,4.5,78.48,54,460,1.7
13.8,3.8,84.66,29,292,0.3
12.7,3.2,91.11,0,0,0
12.1,2.6,97.45,0,0,0
11.4,2,103.8,0,0,0
10.9,1.7,110.12,0,0,0
10.4,1.4,116.38,0,0,0
10.1,1.3,122.52,0,0,0
9.8,1.3,128.49,0,0,0
9.7,1.4,134.19,0,0,0
9.5,1.4,139.52,0,0,0
9.6,1.5,144.27,0,0,0
9.6,1.6,148.17,0,0,0
9.5,1.7,150.89,0,0,0
9.3,1.7,152.05,0,0,0
9.2,1.8,151.48,0,0,0
9,1.8,149.27,0,0,0
8.9,1.8,145.73,0,0,0
8.7,1.8,141.23,0,0,0
8.6,1.9,136.08,0,0,0
8.5,2,130.49,0,0,0
8.3,2.2,124.59,0,0,0
8.1,2.3,118.5,0,0,0
8,2.4,112.27,0,0,0
7.9,2.6,105.97,0,0,0
8.2,2.8,99.62,0,0,0
8.6,3,93.25,0,0,0
10.5,3.9,86.72,20,323,7.5
12.5,4.8,80.54,39,601,29.4
14.2,6.3,74.38,50,743,44.5
15.8,7.8,68.32,60,828,61
16.8,8,62.44,67,887,71
17.7,8.1,56.8,73,926,79.1
18.5,8,51.51,78,956,75.5
19.3,7.8,46.69,82,976,74.5
20.1,7.7,42.51,84,992,72.7
20.8,7.6,39.18,84,1006,69.3
21.3,7.6,36.94,137,928,69.1
21.8,7.6,36,88,1016,67.6
22.1,7.6,36.45,88,1015,68.8
22.4,7.6,38.25,88,1008,71.9
22.4,7.5,41.21,86,999,71.7
22.5,7.5,45.11,85,987,72.1
22.3,7.3,49.72,82,968,76
22,7.2,54.86,81,931,78.6
21.5,6.5,60.38,76,893,70.1
21,5.8,66.18,72,827,63.3
21,5.8,72.18,62,745,50.2
17.2,2.8,78.31,51,601,33.6
15.8,2.5,84.5,32,364,0.3
14.3,2.2,90.95,0,0,0
13.8,2.2,97.3,0,0,0
13.3,2.2,103.65,0,0,0
12.9,2.3,109.97,0,0,0
12.6,2.4,116.21,0,0,0
12.3,2.7,122.34,0,0,0
12.1,3,128.29,0,0,0
11.8,3.2,133.98,0,0,0
11.6,3.4,139.27,0,0,0
11.3,3.5,143.98,0,0,0
11,3.5,147.85,0,0,0
10.7,3.5,150.53,0,0,0
10.3,3.5,151.67,0,0,0
10.1,3.5,151.08,0,0,0
9.8,3.6,148.88,0,0,0
9.5,3.5,145.36,0,0,0
9.3,3.5,140.89,0,0,0
8.9,3.3,135.76,0,0,0
8.6,3.2,130.19,0,0,0
8.2,2.9,124.31,0,0,0
7.8,2.7,118.22,0,0,0
7.4,2.5,112,0,0,0
7,2.3,105.7,0,0,0
7.4,2.4,99.35,0,0,0
7.8,2.4,92.99,0,0,0
9.7,3.1,86.46,22,335,0
11.6,3.7,80.27,41,613,25.3
13.3,4.4,74.1,53,758,48.8
15,5.1,68.03,63,843,60.6
16,5,62.14,70,902,66.1
17.1,4.9,56.49,78,937,69.6
18,4.7,51.18,83,968,71.6
19,4.6,46.34,89,985,73.4
19.9,4.6,42.14,91,1001,70.6
20.8,4.5,38.8,95,1003,71.2
21.5,4.5,36.55,96,1009,68.8
22.2,4.5,35.6,97,1011,65.6
22.7,4.6,36.07,97,1010,73.8
23.2,4.7,37.9,96,1004,82.6
23.6,5,40.89,94,994,67.8
23.9,5.2,44.83,108,926,66.1
23.9,5.4,49.47,256,454,58.3
23.9,5.6,54.63,84,931,56.3
23.4,5.2,60.18,110,704,39.9
22.8,4.7,65.99,66,773,43.8
22.8,4.7,72.01,59,678,42.4
18.1,1.9,78.15,41,614,29.8
17.2,1.7,84.35,31,409,0.2
16.3,1.5,90.27,0,0,0
16.3,1.5,97.15,0,0,0
16.2,1.5,103.5,0,0,0
15.1,1.9,109.81,0,0,0
14.1,2.4,116.04,0,0,0
13.3,2.9,122.16,0,0,0
12.6,3.4,128.1,0,0,0
12.1,3.6,133.76,0,0,0
11.6,3.8,139.02,0,0,0
11,3.7,143.7,0,0,0
10.4,3.7,147.53,0,0,0
9.9,3.7,150.16,0,0,0
9.4,3.7,151.28,0,0,0
8.7,3.5,150.69,0,0,0
8,3.3,148.49,0,0,0
7.4,3.1,144.99,0,0,0
6.7,2.8,140.55,0,0,0
6.4,2.6,135.44,0,0,0
6.1,2.4,129.88,0,0,0
6,2.2,124.02,0,0,0
5.9,2.1,117.94,0,0,0
5.6,2,111.73,0,0,0
5.4,1.9,105.44,0,0,0
5.7,1.9,99.09,0,0,0
6,2,92.73,0,0,0
8,3,86.2,26,258,0
9.9,4.1,80,47,556,23.6
11.6,5.2,73.82,61,710,50.7
13.3,6.4,67.74,70,812,61.3
14.7,7.2,61.84,78,874,69
16,8,56.17,83,920,74.9
17,8.5,50.85,88,951,76.2
18,9,45.99,91,976,77.6
18.8,9.3,41.77,93,992,71
19.5,9.6,38.41,93,1007,69.3
20,9.8,36.15,95,1013,70.8
20.5,10,35.21,102,999,69.8
20.7,10.1,35.69,102,998,72.3
21,10.2,37.55,109,978,74.9
21,10.1,40.58,107,968,74.3
21.1,10,44.55,98,963,72.3
20.8,9.8,49.22,94,942,69.9
20.5,9.6,54.41,96,896,66.2
19.8,9.2,59.97,90,859,67.8
19.1,8.9,65.81,84,790,59
19.1,8.9,71.83,73,703,51.5
16.7,7.1,77.99,57,574,37.5
15.6,6.6,84.19,36,341,0.2
14.4,6.1,90.13,0,0,0
13.7,6.1,97,0,0,0
12.9,6.2,103.34,0,0,0
12.1,6.2,109.65,0,0,0
11.2,6.2,115.88,0,0,0
10.4,6.2,121.98,0,0,0
9.6,6.2,127.9,0,0,0
8.9,5.9,133.54,0,0,0
8.1,5.7,138.78,0,0,0
7.5,5.3,143.42,0,0,0
6.8,5,147.2,0,0,0
6.2,4.4,149.8,0,0,0
5.6,3.8,150.88,0,0,0
5.1,3.6,150.29,0,0,0
4.5,3.3,148.1,0,0,0
4,3.2,144.63,0,0,0
3.5,3,140.2,0,0,0
3.1,2.9,135.12,0,0,0
2.6,2.8,129.58,0,0,0
2.2,2.6,123.73,0,0,0
1.8,2.5,117.66,0,0,0
1.4,2.3,111.46,0,0,0
1,2.1,105.17,0,0,0
1.3,2.5,98.82,0,0,0
1.7,2.8,92.46,0,0,0
3.2,3.7,85.94,22,426,0
4.7,4.6,79.73,38,675,24.2
6.1,5.1,73.54,49,805,53.3
7.5,5.6,67.45,57,883,63.9
8.6,5.4,61.54,63,936,68.1
9.8,5.3,55.86,67,975,67.1
10.7,5.1,50.51,71,1002,75.4
11.7,4.9,45.64,74,1021,73.9
12.7,4.7,41.4,114,947,72.8
13.6,4.4,38.02,218,734,75.2
14.4,4.2,35.75,136,935,44.1
15.2,3.9,34.81,80,1052,72.4
15.9,3.7,35.32,80,1050,67.6
16.6,3.5,37.2,78,1047,69
17,3.4,40.27,77,1047,71
17.5,3.2,44.27,77,1032,72.3
17.6,3.1,48.97,74,1014,71.4
17.7,3,54.19,71,988,64
17.3,2.8,59.77,67,954,73.9
17,2.7,65.62,61,904,64
17,2.7,71.66,54,834,43.7
13.9,1.2,77.82,43,723,28
12.8,1,84.04,29,521,12.6
11.7,0.9,90,0,0,0
11,0.9,96.85,0,0,0
10.3,0.9,103.19,0,0,0
9.4,1,109.49,0,0,0
8.5,1.1,115.71,0,0,0
7.6,1.2,121.8,0,0,0
6.7,1.3,127.7,0,0,0
6,1.4,133.32,0,0,0
5.3,1.6,138.53,0,0,0
4.7,1.7,143.13,0,0,0
4,1.7,146.88,0,0,0
3.5,1.7,149.44,0,0,0
3,1.8,150.49,0,0,0
2.5,1.8,149.89,0,0,0
2,1.8,147.71,0,0,0
1.6,1.9,144.26,0,0,0
1.2,1.9,139.85,0,0,0
0.9,2,134.79,0,0,0
0.6,2.1,129.27,0,0,0
0.3,2.2,123.43,0,0,0
0,2.3,117.38,0,0,0
-0.3,2.3,111.19,0,0,0
-0.5,2.4,104.9,0,0,0
0,2.9,98.55,0,0,0
0.5,3.4,92.19,0,0,0
1.9,3.5,85.67,24,450,0
3.4,3.6,79.46,41,678,0
5.7,3.3,73.26,52,808,0
8.1,2.9,67.16,60,888,0
10.1,2.9,61.23,66,941,12.6
12.2,2.9,55.54,71,978,57.2
13.4,3.1,50.18,75,1005,71.6
14.7,3.3,45.28,78,1016,69.3
15.7,3.5,41.02,81,1031,71.9
16.6,3.6,37.63,84,1038,71.8
17.2,3.7,35.35,85,1044,71.8
17.9,3.8,34.42,88,1035,71.5
18.4,3.8,34.94,131,966,75.6
18.8,3.8,36.85,90,1024,79.1
19,3.9,39.95,89,1015,71.1
19.3,4,43.99,84,1005,69.9
19,4.1,48.72,81,980,68.9
18.8,4.2,53.97,100,828,64.3
18.3,4,59.57,132,630,62.4
17.8,3.8,65.44,131,501,40.7
17.8,3.8,71.49,123,249,33.5
15.2,2.8,77.67,77,231,1.3
14.4,3.2,83.89,37,139,0
13.6,3.5,89.87,0,0,0
13.2,3.9,96.7,0,0,0
12.8,4.3,103.04,0,0,0
12.5,4.5,109.33,0,0,0
12.3,4.7,115.54,0,0,0
12,4.7,121.62,0,0,0
11.8,4.6,127.51,0,0,0
11.5,4.5,133.1,0,0,0
11.2,4.4,138.28,0,0,0
10.6,4,142.85,0,0,0
9.9,3.7,146.55,0,0,0
9.5,3.5,149.07,0,0,0
9,3.4,150.1,0,0,0
9,3.5,149.49,0,0,0
9,3.7,147.32,0,0,0
8.8,3.5,143.88,0,0,0
8.7,3.3,139.51,0,0,0
8.6,3.1,134.46,0,0,0
8.5,2.9,128.96,0,0,0
8.3,2.7,123.14,0,0,0
8.2,2.5,117.1,0,0,0
8.1,2.3,110.91,0,0,0
7.9,2.2,104.63,0,0,0
8.3,2.4,98.29,0,0,0
8.7,2.7,91.93,0,0,0
9.7,3.1,85.42,27,58,4.6
10.8,3.6,79.19,70,149,27
12,3.6,72.98,101,348,37.1
13.2,3.6,66.87,93,628,58.6
14.7,3.6,60.93,141,572,47.5
16.2,3.6,55.22,221,442,68.1
17.6,3.4,49.85,215,563,76.2
19,3.2,44.93,259,530,72.1
20.2,3.1,40.65,280,565,77
21.4,2.9,37.24,389,306,76.3
22.2,3,34.95,382,372,61.8
23,3.1,34.02,403,344,46.7
23.4,3.3,34.56,362,418,49.3
23.8,3.5,36.5,411,218,52.7
23.8,3.6,39.64,387,122,35.2
23.9,3.6,43.71,359,130,18.7
23.6,3.3,48.48,320,223,27.7
23.3,2.9,53.75,235,31,22.4
22.2,2.5,59.38,169,8,13.7
21,2.1,65.26,180,96,0.9
21,2.1,71.33,128,62,0.1
18.7,1.9,77.51,82,145,0.2
18,1.9,83.74,38,84,0.1
17.3,1.9,89.75,0,0,0
17,1.8,96.55,0,0,0
16.6,1.7,102.89,0,0,0
16.2,1.7,109.18,0,0,0
15.9,1.6,115.38,0,0,0
15.5,1.6,121.44,0,0,0
15.2,1.6,127.31,0,0,0
14.9,1.7,132.88,0,0,0
14.6,1.7,138.02,0,0,0
14.3,1.8,142.56,0,0,0
14,1.9,146.22,0,0,0
13.6,2,148.71,0,0,0
13.2,2.1,149.71,0,0,0
12.6,2.2,149.08,0,0,0
12.1,2.2,146.93,0,0,0
11.7,2.4,143.51,0,0,0
11.2,2.5,139.15,0,0,0
10.9,2.8,134.13,0,0,0
10.6,3.1,128.65,0,0,0
10.2,3.3,122.84,0,0,0
9.8,3.5,116.81,0,0,0
9.3,3.6,110.63,0,0,0
8.9,3.7,104.35,0,0,0
8.9,4,98.02,0,0,0
8.9,4.3,91.66,0,0,0
9.9,4.2,85.15,26,391,12.5
10.9,4.1,78.91,44,628,37.6
12.8,4,72.7,55,757,27.3
14.7,3.9,66.58,64,839,51
16.5,4.2,60.63,71,894,66.3
18.3,4.5,54.91,77,930,73.1
19.4,4.3,49.51,82,958,76.4
20.5,4,44.57,87,976,76.8
21.3,3.6,40.27,89,991,70
22,3.2,36.84,90,1004,66.2
22.6,3,34.55,91,1014,67.3
23.1,2.8,33.62,92,1016,67.5
23.5,2.7,34.18,92,1015,70.5
23.8,2.7,36.16,92,1008,66.5
23.9,2.8,39.33,90,999,70.4
24.1,2.8,43.44,89,982,71.3
24,3,48.24,86,963,71
23.8,3.3,53.53,83,932,71.9
23.3,3.6,59.18,78,890,71.8
22.8,3.9,65.08,71,836,65.9
22.8,3.9,71.16,62,759,48.5
19.4,3.1,77.35,51,637,33
18.3,3.7,83.59,30,418,0.5
17.2,4.4,89.62,0,0,0
16.8,4.9,96.4,0,0,0
16.5,5.3,102.73,0,0,0
15.7,5.3,109.02,0,0,0
14.8,5.2,115.21,0,0,0
14.1,5,121.26,0,0,0
13.5,4.9,127.11,0,0,0
12.9,4.5,132.65,0,0,0
12.2,4,137.77,0,0,0
11.7,3.7,142.27,0,0,0
11.2,3.5,145.89,0,0,0
10.6,3.4,148.34,0,0,0
10.1,3.4,149.31,0,0,0
9.8,3.4,148.68,0,0,0
9.4,3.5,146.53,0,0,0
9.3,3.4,143.14,0,0,0
9.3,3.4,138.8,0,0,0
9.1,3.2,133.8,0,0,0
8.9,3,128.33,0,0,0
8.6,3,122.54,0,0,0
8.2,2.9,116.52,0,0,0
8.4,3.4,110.35,0,0,0
8.6,3.8,104.08,0,0,0
9.1,4.2,97.74,0,0,0
9.7,4.6,91.39,0,0,0
10.9,5,84.89,36,200,0
12.1,5.3,78.64,74,141,0.2
13.2,5.6,72.42,107,9,5.9
14.2,5.9,66.29,173,126,20
15.1,6,60.33,196,369,38.4
16,6,54.59,272,137,52.5
17.1,6,49.18,303,79,54.5
18.1,5.9,44.22,327,61,74.6
19.3,5.8,39.9,353,371,32.6
20.6,5.7,36.45,345,431,54.4
21.6,5.5,34.15,429,155,52.7
22.5,5.4,33.23,425,263,43
22.9,5.4,33.81,431,154,39.6
23.2,5.3,35.81,219,752,45.6
23.2,5.2,39.03,205,749,69.6
23.2,5.1,43.17,280,501,69.2
23,5.3,48,319,258,27.8
22.8,5.4,53.32,268,70,43.9
21.8,5.8,58.99,144,599,32.7
20.8,6.2,64.91,181,219,45.6
20.8,6.2,70.99,113,6,37.7
18.3,6.6,77.2,65,0,1.3
17.3,6.3,83.44,29,0,0
16.3,6,89.49,0,0,0
15.7,5.7,96.25,0,0,0
15.2,5.4,102.58,0,0,0
14.8,5.1,108.86,0,0,0
14.5,4.8,115.04,0,0,0
14.3,4.7,121.08,0,0,0
14.1,4.5,126.91,0,0,0
14,4.4,132.43,0,0,0
13.9,4.3,137.51,0,0,0
13.8,4.1,141.98,0,0,0
13.7,4,145.56,0,0,0
13.7,3.9,147.97,0,0,0
13.6,3.9,148.92,0,0,0
13.5,3.8,148.28,0,0,0
13.5,3.8,146.14,0,0,0
13.4,3.7,142.76,0,0,0
13.4,3.6,138.45,0,0,0
13.4,3.6,133.47,0,0,0
13.3,3.6,128.02,0,0,0
13.3,3.6,122.24,0,0,0
13.3,3.6,116.23,0,0,0
13.3,3.6,110.07,0,0,0
