TEMPERATURE,WINDSPEED,ZENITH,DHI,DNI,POWER
21.5,2.5,124.41,0,0,0
21.1,2.2,124.84,0,0,0
20.7,2,124.34,0,0,0
20.3,1.7,122.93,0,0,0
19.9,1.5,120.69,0,0,0
19.6,1.4,117.7,0,0,0
19.3,1.3,114.06,0,0,0
19,1.3,109.89,0,0,0
18.8,1.3,105.26,0,0,0
18.5,1.3,100.26,0,0,0
18.9,1.8,94.96,0,0,0
19.3,2.2,89.06,0,0,0
20.6,2.5,83.55,40,235,19.1
21.8,2.7,77.69,66,409,33.8
23.4,2.8,71.66,87,530,49.3
25,3,65.53,100,624,56
26.4,3.1,59.3,113,688,63.8
27.8,3.3,53.01,120,746,68
28.8,3.4,46.68,128,783,72.7
29.8,3.6,40.33,130,820,70.9
30.6,3.7,33.99,136,841,72
31.4,3.9,27.71,135,868,72.7
32,4,21.57,138,880,71.5
32.6,4.1,15.8,153,871,71.8
33,4.1,11.01,154,878,71.7
33.5,4.1,8.97,148,888,70.6
33.7,4.1,11.31,148,886,78.7
34,4.1,16.22,140,892,74.4
34,4.2,22.04,138,884,72.2
34.1,4.3,28.19,130,878,69.6
34,4.4,34.48,126,862,68.6
33.9,4.5,40.82,118,846,69.3
33.6,4.6,47.17,112,819,63.6
33.2,4.7,53.5,103,787,60.2
33.2,4.7,59.79,95,741,51.8
32,4.8,66.01,85,678,40.9
31,4.5,72.14,72,593,31.6
29.9,4.1,78.16,57,460,21.3
28.8,4.2,84.01,35,277,0.2
27.8,4.2,89.47,0,0,0
27.3,4.6,95.4,0,0,0
26.8,5,100.68,0,0,0
26.2,5.1,105.66,0,0,0
25.6,5.2,110.26,0,0,0
25.1,5.2,114.41,0,0,0
24.6,5.2,118,0,0,0
24.1,5.1,120.94,0,0,0
23.6,5,123.13,0,0,0
23.1,4.8,124.47,0,0,0
22.7,4.6,124.91,0,0,0
22.2,4.1,124.41,0,0,0
21.8,3.6,123.01,0,0,0
21.4,3.1,120.77,0,0,0
21.1,2.6,117.78,0,0,0
20.7,2.2,114.15,0,0,0
20.3,1.8,109.97,0,0,0
20,1.5,105.34,0,0,0
19.7,1.2,100.34,0,0,0
20.1,1.4,95.04,0,0,0
20.5,1.6,89.13,0,0,0
21.8,1.6,83.62,37,103,2.3
23,1.5,77.76,58,469,24.7
24.7,1.5,71.74,74,590,37.2
26.4,1.4,65.6,84,684,55.1
27.7,1.7,59.37,94,744,59.8
29,2,53.08,99,796,66.9
30,2.2,46.75,105,830,68.8
31,2.4,40.4,109,860,67.9
31.7,2.5,34.06,113,879,72.1
32.5,2.7,27.78,115,897,72.8
33.1,2.9,21.65,118,908,71.5
33.6,3,15.88,134,896,72.8
34,3.1,11.09,135,901,69
34.4,3.3,9.05,136,902,68.3
34.6,3.4,11.34,135,900,57.5
34.8,3.5,16.23,134,896,55.6
34.8,3.6,22.03,132,888,66.8
34.8,3.7,28.18,141,857,66.5
34.6,3.9,34.47,136,840,64.3
34.5,4,40.81,366,171,61.7
34.1,4.1,47.16,123,788,60.2
33.7,4.2,53.49,116,750,56.3
33.7,4.2,59.78,106,701,50
32.4,4.5,66,95,634,48.3
31.4,4.4,72.14,80,546,42
30.4,4.3,78.16,61,422,29.1
29.4,4.3,84.01,36,243,1.1
28.3,4.4,89.48,0,0,0
27.7,4.6,95.41,0,0,0
27,4.8,100.7,0,0,0
26.4,4.8,105.68,0,0,0
25.7,4.7,110.29,0,0,0
25.2,4.5,114.45,0,0,0
24.6,4.3,118.05,0,0,0
24.2,4,121,0,0,0
23.7,3.8,123.2,0,0,0
23.3,3.5,124.55,0,0,0
22.9,3.3,124.99,0,0,0
22.5,3.2,124.5,0,0,0
22.1,3,123.1,0,0,0
21.7,2.7,120.86,0,0,0
21.3,2.3,117.87,0,0,0
21,2,114.24,0,0,0
20.7,1.6,110.06,0,0,0
20.4,1.3,105.42,0,0,0
20.1,1.1,100.42,0,0,0
20.5,1.2,95.12,0,0,0
21,1.4,89.2,0,0,0
22.2,1.3,83.7,36,284,18.3
23.5,1.3,77.84,57,469,34.1
25.4,1,71.81,73,588,48.9
27.3,0.7,65.67,83,683,60.1
28.8,1,59.44,93,743,61.3
30.2,1.3,53.15,98,797,67.2
31.1,1.8,46.82,104,831,65.2
32.1,2.2,40.47,107,860,65.3
32.8,2.5,34.13,112,880,64.6
33.6,2.7,27.85,114,897,68.6
34.1,2.8,21.72,117,908,67.9
34.7,3,15.96,326,654,69.8
35.1,3,11.18,353,630,62.3
35.5,3.1,9.12,465,462,66.4
35.7,3.1,11.38,471,435,38.3
35.9,3.2,16.24,125,902,55.3
36,3.2,22.04,123,894,59
36.1,3.2,28.18,378,435,60.8
36,3.2,34.46,311,535,61.5
35.9,3.2,40.8,282,483,58.2
35.6,3.3,47.15,134,767,53.3
35.2,3.5,53.49,102,775,51.8
35.2,3.5,59.78,144,536,43.6
34,3.8,66,126,453,38.8
33,3.9,72.14,95,390,25.3
32,3.9,78.16,55,458,23.6
31.1,4.1,84.02,34,276,0.1
30.1,4.3,89.49,0,0,0
29.4,4.5,95.43,0,0,0
28.7,4.8,100.72,0,0,0
28,4.7,105.71,0,0,0
27.3,4.6,110.33,0,0,0
26.6,4.3,114.49,0,0,0
25.9,4,118.1,0,0,0
25.3,3.7,121.06,0,0,0
24.8,3.4,123.27,0,0,0
24.3,3.1,124.62,0,0,0
23.8,2.8,125.07,0,0,0
23.5,2.5,124.58,0,0,0
23.1,2.1,123.19,0,0,0
22.8,1.8,120.95,0,0,0
22.5,1.4,117.96,0,0,0
22.3,1.2,114.33,0,0,0
22.1,1,110.15,0,0,0
22,1,105.51,0,0,0
21.9,1,100.51,0,0,0
22.2,1.4,95.2,0,0,0
22.4,1.8,89.28,0,0,0
23.6,1.7,83.78,34,282,15.4
24.7,1.7,77.91,55,461,20.6
26,1.7,71.89,71,580,45.1
27.3,1.6,65.75,81,669,50.6
28.5,1.7,59.52,91,729,58.8
29.7,1.8,53.23,266,95,62.5
30.5,2,46.89,104,811,61.1
31.4,2.3,40.54,108,838,65.4
31.9,2.4,34.2,113,858,65.7
32.5,2.6,27.93,116,873,69.9
32.8,2.7,21.8,412,473,68.8
33.1,2.7,16.05,452,439,69.6
33.3,2.7,11.28,452,374,53.6
33.5,2.6,9.21,511,215,35.8
33.4,2.5,11.43,379,26,49.9
33.3,2.5,16.26,481,271,49.6
33.2,2.5,22.04,394,509,15.1
33,2.4,28.18,442,210,47
33.1,2.5,34.46,362,49,56.1
33.2,2.5,40.8,204,11,37.5
33.1,2.5,47.15,311,93,39.4
33,2.5,53.48,261,250,3.2
33,2.5,59.78,203,298,9.9
32.5,2.5,66.01,155,286,6.2
31.5,2,72.15,113,240,18.4
30.6,1.5,78.17,74,136,7.3
29.8,1.7,84.03,34,42,0
29,2,89.51,0,0,0
28.8,2.4,95.45,0,0,0
28.5,2.9,100.75,0,0,0
28.1,3.1,105.75,0,0,0
27.6,3.3,110.37,0,0,0
27,3.3,114.54,0,0,0
26.4,3.3,118.16,0,0,0
25.7,3.6,121.13,0,0,0
25.1,4,123.34,0,0,0
24.5,4.3,124.71,0,0,0
23.9,4.5,125.16,0,0,0
23.5,4.6,124.68,0,0,0
23,4.7,123.29,0,0,0
22.7,4.6,121.05,0,0,0
22.4,4.6,118.06,0,0,0
22.2,4.3,114.43,0,0,0
22,4.1,110.24,0,0,0
22,3.8,105.61,0,0,0
22,3.4,100.6,0,0,0
22,3,95.29,0,0,0
22.1,2.6,89.35,0,0,0
22.6,2.4,83.86,35,47,13.3
23.1,2.2,77.99,73,35,26.7
23.9,2.3,71.97,119,171,31.1
24.7,2.3,65.82,158,272,40.5
25.5,2.5,59.59,220,154,43.9
26.3,2.6,53.3,251,310,59.1
27.1,2.7,46.96,310,88,43.7
27.9,2.9,40.61,311,402,37.5
28.8,2.9,34.28,244,14,23.6
29.6,3,28,161,8,35.7
30.2,3,21.88,56,0,24.6
30.8,3,16.14,490,118,30.3
31.2,2.9,11.38,458,56,18.9
31.7,2.8,9.3,498,288,21.2
32,2.7,11.49,480,310,24.9
32.3,2.6,16.29,440,397,30.7
32.4,2.5,22.06,313,20,28.2
32.5,2.5,28.18,230,13,18.7
32.4,2.6,34.46,244,14,44.1
32.2,2.7,40.8,350,80,49.7
31.8,2.8,47.15,319,148,52.1
31.4,3,53.49,211,451,54.3
31.4,3,59.78,217,108,31.5
30.4,3,66.01,138,390,32.6
29.6,2.7,72.16,103,329,28
28.8,2.4,78.18,70,212,26.4
28.2,2.6,84.05,34,125,0.1
27.7,2.7,89.53,0,0,0
27.4,3.1,95.48,0,0,0
27.1,3.5,100.79,0,0,0
26.8,3.7,105.79,0,0,0
26.4,3.9,110.42,0,0,0
26.1,4,114.6,0,0,0
25.7,4.1,118.23,0,0,0
25.3,4,121.2,0,0,0
24.9,3.9,123.42,0,0,0
24.6,3.8,124.8,0,0,0
24.3,3.7,125.26,0,0,0
24,3.5,124.78,0,0,0
23.6,3.2,123.39,0,0,0
23.4,2.9,121.16,0,0,0
23.1,2.6,118.17,0,0,0
22.9,2.3,114.53,0,0,0
22.7,1.9,110.34,0,0,0
22.4,1.8,105.7,0,0,0
22.2,1.6,100.69,0,0,0
22.4,1.9,95.38,0,0,0
22.5,2.2,89.43,0,0,0
23.2,2.6,83.94,35,28,19.5
24,2.9,78.08,71,215,25
24.8,3.2,72.05,77,539,23.8
25.7,3.4,65.9,89,632,32.7
26.3,3.6,59.67,99,695,26.5
27,3.8,53.37,244,340,68.7
27.6,3.9,47.04,114,783,65.7
28.2,4,40.69,289,457,52.2
28.7,4.1,34.35,397,260,59.6
29.3,4.1,28.08,376,430,57
29.4,4,21.97,125,869,64.3
29.6,3.9,16.23,156,839,70.4
29.7,3.8,11.48,157,844,48.3
29.7,3.7,9.4,157,846,38.3
29.8,3.5,11.55,433,505,55
29.8,3.4,16.32,156,838,21.2
29.8,3.3,22.07,154,829,58.1
29.8,3.1,28.19,387,380,65.3
29.9,3,34.47,327,486,69.2
30,3,40.8,288,460,62
29.9,2.9,47.16,293,329,39.9
29.9,2.9,53.49,185,526,20.7
29.9,2.9,59.79,100,691,6.3
29.3,2.2,66.02,159,249,50
28.3,1.7,72.17,115,203,27.3
27.4,1.1,78.2,72,34,13.3
26.6,1.2,84.07,34,42,0
25.9,1.3,89.55,0,0,0
25.6,1.6,95.51,0,0,0
25.3,1.9,100.83,0,0,0
25.1,2.4,105.84,0,0,0
24.9,2.8,110.48,0,0,0
24.6,3.1,114.66,0,0,0
24.3,3.4,118.3,0,0,0
23.9,3.2,121.28,0,0,0
23.6,3,123.51,0,0,0
23.2,2.7,124.89,0,0,0
22.9,2.5,125.36,0,0,0
22.5,2.1,124.89,0,0,0
22.1,1.8,123.5,0,0,0
21.7,1.6,121.27,0,0,0
21.3,1.3,118.28,0,0,0
21.1,1.2,114.64,0,0,0
20.8,1.1,110.45,0,0,0
20.6,1.1,105.81,0,0,0
20.5,1,100.79,0,0,0
21,1.4,95.48,0,0,0
21.5,1.7,89.51,0,0,0
22.7,2.5,84.03,34,261,17.6
23.9,3.3,78.16,58,435,34.2
25.1,3.5,72.13,76,556,48.3
26.2,3.7,65.98,91,637,57.6
27.1,3.6,59.75,102,700,64.2
28.1,3.5,53.45,111,749,68.5
28.9,3.5,47.12,119,785,68.6
29.7,3.5,40.77,124,815,68.7
30.5,3.6,34.43,129,836,48
31.3,3.7,28.16,130,858,62.2
32,3.8,22.05,134,870,58.8
32.7,3.8,16.32,129,888,74
33.2,3.9,11.59,130,892,56.2
33.7,4,9.51,133,891,60.4
34,4,11.62,132,889,43.1
34.3,4,16.36,399,538,52.8
34.5,4,22.09,130,874,53.1
34.6,4.1,28.2,409,63,21.9
34.6,4.1,34.48,126,842,69.4
34.5,4.2,40.81,340,65,67.8
34.3,4.2,47.17,118,788,61.8
34,4.3,53.5,114,742,54.5
34,4.3,59.8,105,694,54.1
32.9,4.1,66.04,98,616,55
31.7,3.4,72.19,82,528,40.4
30.6,2.7,78.22,64,394,31.3
29.6,2.8,84.1,35,223,11.2
28.6,2.8,89.58,0,0,0
28.1,3.3,95.55,0,0,0
27.7,3.8,100.87,0,0,0
27.1,4.1,105.89,0,0,0
26.4,4.4,110.54,0,0,0
25.8,4.4,114.73,0,0,0
25.2,4.3,118.38,0,0,0
24.6,4.1,121.37,0,0,0
24,3.9,123.61,0,0,0
23.6,3.7,125,0,0,0
23.1,3.4,125.47,0,0,0
22.5,2.9,125,0,0,0
21.9,2.4,123.62,0,0,0
21.5,2,121.38,0,0,0
21.1,1.6,118.39,0,0,0
20.8,1.4,114.75,0,0,0
20.6,1.2,110.56,0,0,0
20.5,1.2,105.91,0,0,0
20.3,1.1,100.89,0,0,0
20.9,1.4,95.57,0,0,0
21.4,1.8,89.59,0,0,0
22.7,2.2,84.12,34,246,16.5
24,2.7,78.25,60,417,37
25.6,2.8,72.21,79,539,47.9
27.3,3,66.06,94,623,55.9
28.5,3.1,59.83,107,687,62
29.8,3.3,53.53,119,728,65.2
30.7,3.5,47.19,128,765,68.7
31.6,3.7,40.84,141,784,68.4
32.3,3.9,34.51,147,807,72.1
32.9,4.1,28.24,160,812,75.6
33.4,4.2,22.14,163,825,70.4
33.9,4.3,16.42,167,835,75
34.2,4.3,11.71,471,427,67.5
34.5,4.3,9.62,478,427,70.9
34.7,4.2,11.69,441,493,62.3
34.9,4.1,16.4,162,838,53.6
34.9,4.1,22.12,159,829,36
35,4,28.22,287,643,44.1
34.9,3.9,34.49,243,670,53
34.8,3.9,40.83,135,794,62.5
34.5,3.8,47.18,128,764,67.4
34.3,3.8,53.52,115,737,66
34.3,3.8,59.82,105,688,57.1
33.2,3.7,66.06,91,635,56.1
32.1,3.2,72.21,76,548,46.8
31,2.6,78.25,57,437,34.7
29.8,2.5,84.13,34,100,7.4
28.7,2.4,89.61,0,0,0
28.3,2.8,95.59,0,0,0
28,3.1,100.92,0,0,0
27.5,3.2,105.95,0,0,0
27,3.3,110.6,0,0,0
26.5,3.3,114.81,0,0,0
25.9,3.2,118.46,0,0,0
25.5,3.2,121.47,0,0,0
25,3.1,123.71,0,0,0
24.7,3,125.11,0,0,0
24.4,2.8,125.59,0,0,0
24.2,2.7,125.12,0,0,0
24,2.6,123.74,0,0,0
23.6,2.4,121.5,0,0,0
23.3,2.2,118.51,0,0,0
23,2.1,114.86,0,0,0
22.8,2.1,110.67,0,0,0
22.7,2.1,106.02,0,0,0
22.6,2.1,101,0,0,0
22.7,2.3,95.67,0,0,0
22.9,2.5,89.68,0,0,0
23.8,2.7,84.21,31,287,18.3
24.6,2.9,78.34,52,468,37.3
26,3,72.3,68,589,47.3
27.3,3,66.15,80,672,55
28.5,3.1,59.91,89,733,61
29.7,3.2,53.61,97,778,62.4
30.6,3.2,47.27,104,813,68.7
31.4,3.3,40.92,110,840,65.7
32.2,3.3,34.59,114,860,70.8
32.9,3.3,28.33,117,876,69.5
33.4,3.3,22.23,120,888,68.9
33.9,3.3,16.52,109,914,68.6
34.2,3.3,11.82,110,918,77.3
34.6,3.3,9.74,109,922,76
34.7,3.2,11.77,108,922,69
34.9,3.1,16.45,106,920,67.9
34.8,3,22.15,104,913,65.9
34.8,2.9,28.25,102,902,71.7
34.5,2.7,34.51,99,888,67.7
34.3,2.6,40.84,94,870,63.4
34.1,2.5,47.2,89,846,63.8
33.9,2.3,53.54,84,814,67.1
33.9,2.3,59.84,77,772,61
33.2,2,66.08,69,715,53.7
32.1,1.4,72.24,59,635,24
31,0.9,78.28,47,517,0
30.2,1,84.17,34,105,0.4
29.4,1.1,89.65,0,0,0
29.1,1.4,95.64,0,0,0
28.9,1.6,100.98,0,0,0
28.8,2.3,106.01,0,0,0
28.8,3,110.67,0,0,0
28.5,3.6,114.89,0,0,0
28.3,4.2,118.55,0,0,0
27.9,4.3,121.57,0,0,0
27.5,4.5,123.82,0,0,0
27.1,4.3,125.23,0,0,0
26.7,4.1,125.71,0,0,0
26.3,3.9,125.25,0,0,0
26,3.6,123.87,0,0,0
25.6,3.1,121.63,0,0,0
25.3,2.6,118.63,0,0,0
24.9,2.1,114.98,0,0,0
24.6,1.5,110.78,0,0,0
24.2,1.1,106.13,0,0,0
23.8,0.7,101.1,0,0,0
24,0.6,95.78,0,0,0
24.1,0.6,89.77,0,0,0
25,0.4,84.3,31,286,14.2
25.9,0.2,78.43,51,471,29.7
27.1,0.6,72.39,65,593,49.2
28.2,1,66.23,76,679,56.2
29.3,1,59.99,85,741,60.3
30.5,0.9,53.69,92,787,64.1
31.5,0.5,47.35,98,821,68
32.5,0.1,41,102,848,68
33.2,0.4,34.67,106,868,71.6
34,0.7,28.41,109,885,77.5
34.6,1.1,22.32,111,898,70.1
35.2,1.4,16.63,106,915,71.2
35.6,1.6,11.95,107,919,64.4
36.1,1.8,9.87,104,924,62.7
36.4,2,11.86,104,924,65.4
36.8,2.1,16.51,102,922,65.8
36.9,2.1,22.19,311,648,24.6
37.1,2.2,28.27,95,909,61.7
37,2.3,34.53,92,895,71.3
36.9,2.4,40.86,88,877,68.3
36.6,2.6,47.22,290,345,44.5
36.4,2.7,53.56,80,818,49.9
36.4,2.7,59.86,74,777,44.8
35.2,3.1,66.11,71,694,44.5
34.1,2.9,72.27,71,549,23.7
33,2.7,78.32,56,399,0.1
32.1,3.3,84.21,33,50,15.9
31.3,3.9,89.7,0,0,0
30.7,4.3,95.7,0,0,0
30.2,4.8,101.04,0,0,0
29.6,4.8,106.08,0,0,0
29,4.7,110.75,0,0,0
28.5,4.5,114.97,0,0,0
28,4.2,118.65,0,0,0
27.5,4.1,121.67,0,0,0
27,4,123.94,0,0,0
26.6,3.8,125.35,0,0,0
26.1,3.7,125.84,0,0,0
25.7,3.3,125.38,0,0,0
25.3,3,124,0,0,0
25,2.7,121.76,0,0,0
24.7,2.5,118.76,0,0,0
24.4,2.2,115.11,0,0,0
24.1,1.9,110.9,0,0,0
23.9,1.7,106.24,0,0,0
23.6,1.4,101.21,0,0,0
23.7,1.5,95.88,0,0,0
23.8,1.6,89.85,0,0,0
24.9,1.8,84.4,29,309,10.9
25.9,1.9,78.52,48,499,23.7
27.7,2.3,72.48,62,620,37.2
29.5,2.6,66.32,72,704,50.3
31,2.5,60.08,80,762,61
32.5,2.4,53.77,86,808,67.7
33.6,2,47.43,92,843,67.8
34.8,1.5,41.08,96,869,67.5
35.7,1.3,34.75,100,888,64.4
36.6,1,28.5,103,903,65.7
37.3,1.3,22.42,106,914,69.8
38,1.6,16.74,106,923,70.7
38.5,2,12.07,107,927,68.1
38.9,2.3,10,106,930,70.3
39.2,2.7,11.96,106,929,67.6
39.4,3,16.57,105,925,70.4
39.5,3.3,22.23,103,918,66.6
39.5,3.5,28.31,108,894,68.5
39.4,3.7,34.56,105,879,73.4
39.2,3.9,40.89,103,855,69.6
38.8,4,47.24,98,829,61
38.4,4.1,53.59,112,749,47.4
38.4,4.1,59.89,177,417,30.9
37.1,4.2,66.14,81,670,30
35.8,3.8,72.31,69,582,33.9
34.6,3.4,78.36,55,443,29.4
33.5,3.7,84.25,33,250,1.5
32.5,4.1,89.74,0,0,0
31.9,4.3,95.75,0,0,0
31.3,4.6,101.1,0,0,0
30.7,4.3,106.15,0,0,0
30,4.1,110.84,0,0,0
29.5,3.6,115.07,0,0,0
28.9,3.2,118.75,0,0,0
28.4,2.9,121.79,0,0,0
27.9,2.7,124.06,0,0,0
27.5,2.6,125.48,0,0,0
27.1,2.5,125.97,0,0,0
26.8,2.8,125.52,0,0,0
26.5,3.1,124.14,0,0,0
26.2,3.2,121.9,0,0,0
26,3.2,118.9,0,0,0
25.6,3,115.24,0,0,0
25.2,2.8,111.03,0,0,0
24.7,2.5,106.36,0,0,0
24.2,2.1,101.33,0,0,0
24.4,2,95.99,0,0,0
24.5,2,89.94,0,0,0
25.6,2,84.49,32,263,10.7
26.7,1.9,78.61,53,464,24.4
28.3,1.7,72.57,68,594,40.4
30,1.5,66.41,79,684,51.9
31.7,1.2,60.16,89,746,60.7
33.4,0.9,53.86,96,793,67.6
34.7,0.9,47.52,103,826,69.3
36,1,41.17,108,854,68.2
36.9,1.3,34.84,112,874,68.6
37.7,1.6,28.59,115,892,69.3
38.3,1.9,22.52,118,903,64.3
38.9,2.2,16.85,121,909,63.2
39.3,2.4,12.21,122,912,65.6
39.7,2.7,10.14,121,915,65.8
39.9,2.9,12.06,121,913,63.3
40.1,3.2,16.64,119,910,64.5
40.1,3.4,22.28,117,903,69.4
40.1,3.7,28.35,342,547,73.3
39.8,3.9,34.59,215,12,67.2
39.5,4.2,40.92,346,300,67.5
39,4.3,47.27,286,355,30.8
38.5,4.5,53.62,229,395,19.9
38.5,4.5,59.93,165,11,3.3
37,4.3,66.18,67,0,25.5
35.5,3,72.35,44,0,10
34,1.8,78.41,22,0,0
32.7,1.1,84.3,3,0,0
31.5,0.4,89.79,0,0,0
30.8,0.6,95.82,0,0,0
30.2,0.8,101.18,0,0,0
30.3,0.9,106.23,0,0,0
30.3,1,110.93,0,0,0
29.9,1.6,115.17,0,0,0
29.5,2.2,118.86,0,0,0
29,2.5,121.91,0,0,0
28.4,2.7,124.19,0,0,0
27.7,2.6,125.61,0,0,0
27,2.5,126.12,0,0,0
26.4,2.3,125.66,0,0,0
25.8,2.2,124.28,0,0,0
25.2,2.1,122.04,0,0,0
24.7,2,119.04,0,0,0
24.2,1.9,115.37,0,0,0
23.8,1.9,111.15,0,0,0
23.6,1.8,106.48,0,0,0
23.4,1.8,101.44,0,0,0
23.8,1.9,96.1,0,0,0
24.2,2,90.03,0,0,0
24.8,2.3,84.59,31,262,10.1
25.5,2.5,78.71,52,464,25.5
27,2.5,72.66,67,591,25.3
28.4,2.5,66.49,78,678,52.5
30.2,2.5,60.25,88,741,49.5
32.1,2.4,53.94,97,785,63.7
33.6,1.9,47.6,103,818,67.2
35.1,1.4,41.25,110,845,68.2
36.2,0.9,34.93,114,866,67.1
37.2,0.3,28.68,118,881,66.3
37.9,0.8,22.61,121,892,66
38.6,1.2,16.96,117,908,66.6
39.1,1.5,12.34,119,913,66.4
39.6,1.9,10.29,119,915,67.5
39.8,2,12.17,119,913,65.6
40.1,2.1,16.71,117,909,65.9
40.2,2.3,22.34,115,901,68.7
40.3,2.4,28.39,114,889,71.3
40.1,2.6,34.63,110,874,69.8
39.9,2.8,40.96,104,860,74.2
39.5,3.1,47.31,99,836,67.9
39.1,3.3,53.65,92,803,62.3
39.1,3.3,59.96,85,758,53.9
37.6,3.3,66.22,90,611,31.7
35.7,2.7,72.39,74,524,29.1
33.8,2,78.46,8,0,0.3
32.5,2.4,84.36,33,111,0
31.3,2.8,89.85,0,0,0
30.8,3.3,95.89,0,0,0
30.3,3.9,101.25,0,0,0
29.6,3.8,106.32,0,0,0
28.9,3.8,111.02,0,0,0
28.4,3.8,115.27,0,0,0
28,3.8,118.98,0,0,0
27.5,3.7,122.03,0,0,0
27.1,3.6,124.32,0,0,0
26.5,3.4,125.76,0,0,0
26,3.1,126.26,0,0,0
25.5,2.8,125.81,0,0,0
25,2.5,124.43,0,0,0
24.6,2.2,122.19,0,0,0
24.1,1.8,119.18,0,0,0
23.7,1.6,115.51,0,0,0
23.3,1.3,111.29,0,0,0
22.9,1.1,106.61,0,0,0
22.6,0.9,101.56,0,0,0
23,1.1,96.21,0,0,0
23.4,1.2,90.12,0,0,0
24.8,1.5,84.69,30,272,11.8
26.1,1.7,78.81,51,469,23.2
27.7,1.9,72.75,67,596,37.4
29.3,2,66.58,79,681,51.6
30.9,2.3,60.34,89,744,61.6
32.5,2.5,54.03,97,790,67.9
33.6,2.7,47.69,104,825,70.9
34.6,3,41.34,109,852,73.8
35.3,3.2,35.01,114,873,67
36.1,3.5,28.77,116,890,64.1
36.6,3.7,22.72,119,902,67.2
37.2,3.9,17.08,118,914,66.7
37.6,4.1,12.49,338,649,41.3
38,4.3,10.44,392,576,56.2
38.2,4.4,12.29,120,920,61.5
38.3,4.5,16.79,119,915,13.7
38.4,4.6,22.39,117,907,65.8
38.4,4.7,28.44,115,895,63.1
38.3,4.8,34.67,112,880,68.4
38.1,4.8,41,107,860,65.7
37.7,4.8,47.35,102,833,66.2
37.3,4.8,53.69,95,797,52.8
37.3,4.8,60.01,87,751,54.4
36,4.7,66.26,143,350,44.1
34.7,4,72.44,106,285,28.6
33.3,3.3,78.51,52,468,0.5
32.1,3.4,84.42,30,220,0.1
30.9,3.4,89.9,0,0,0
30.4,3.9,95.96,0,0,0
30,4.3,101.34,0,0,0
29.4,4.1,106.41,0,0,0
28.8,4,111.12,0,0,0
28.3,3.5,115.38,0,0,0
27.8,3,119.1,0,0,0
27.3,2.4,122.16,0,0,0
26.8,1.9,124.47,0,0,0
26.3,1.7,125.91,0,0,0
25.9,1.4,126.42,0,0,0
25.5,1.2,125.97,0,0,0
25,1.1,124.59,0,0,0
24.8,1,122.34,0,0,0
24.5,0.8,119.32,0,0,0
24.4,0.7,115.65,0,0,0
24.4,0.6,111.42,0,0,0
24.3,0.5,106.74,0,0,0
24.1,0.4,101.68,0,0,0
24.2,0.7,96.33,0,0,0
24.3,1,90.21,0,0,0
25,1.4,84.79,30,94,0
25.7,1.7,78.9,69,72,19.4
27.2,1.9,72.85,71,531,31.1
28.6,2.1,66.68,89,602,40.2
29.6,2.4,60.42,94,711,40
30.6,2.8,54.11,102,761,52.6
31.2,3.1,47.77,109,798,64.3
31.9,3.4,41.42,114,827,71.1
32.4,3.8,35.1,119,849,71
32.9,4.2,28.87,124,864,72.6
33.1,4.6,22.82,127,876,71
33.4,4.9,17.2,143,864,72.4
33.5,5.1,12.63,144,869,64.6
33.6,5.2,10.59,409,548,67.9
33.4,5.2,12.41,452,469,52.2
33.3,5.2,16.88,439,403,46.2
32.9,5.2,22.46,383,34,61.9
32.5,5.3,28.49,443,180,24.9
32.1,5.4,34.72,329,465,35.5
31.7,5.4,41.04,268,529,60.8
31.2,5.4,47.39,294,60,10.8
30.6,5.3,53.74,242,337,12.6
30.6,5.3,60.05,207,256,10.9
29.7,4.5,66.31,159,228,11
29.1,3.7,72.5,115,176,6.6
28.5,2.9,78.57,64,269,2.2
27.6,2.2,84.48,32,75,0
26.7,1.5,89.96,0,0,0
26.3,1.4,96.04,0,0,0
25.8,1.2,101.42,0,0,0
25.4,1.2,106.51,0,0,0
24.9,1.1,111.23,0,0,0
24.5,1.1,115.5,0,0,0
24.1,1,119.23,0,0,0
23.8,1.1,122.3,0,0,0
23.5,1.1,124.61,0,0,0
23.1,1.1,126.06,0,0,0
22.8,1.2,126.58,0,0,0
22.5,1.2,126.13,0,0,0
22.2,1.2,124.75,0,0,0
22,1.1,122.5,0,0,0
21.8,1,119.48,0,0,0
21.6,1,115.79,0,0,0
21.5,0.9,111.56,0,0,0
21.4,0.8,106.87,0,0,0
21.4,0.8,101.81,0,0,0
21.9,0.9,96.44,0,0,0
22.4,1,90.84,0,0,0
23.7,0.9,84.9,29,97,6.5
25,0.9,79.01,66,190,24.4
26.6,1.2,72.94,86,420,30.7
28.2,1.5,66.77,126,424,50.1
29.3,1.8,60.51,132,561,54.8
30.4,2.2,54.2,144,644,65.9
31.3,2.5,47.86,149,722,74.2
32.1,2.8,41.51,108,838,76
32.8,3,35.19,113,859,70.2
33.5,3.2,28.96,114,879,66.5
34.1,3.3,22.93,117,890,70.6
34.6,3.4,17.33,111,911,70.3
35,3.4,12.78,112,915,68.5
35.4,3.3,10.76,112,917,68
35.7,3.3,12.54,112,916,67.7
35.9,3.2,16.98,112,911,68.9
36,3.2,22.53,110,903,69.3
36,3.2,28.55,117,877,72.1
35.9,3.2,34.77,114,861,68.6
35.8,3.2,41.09,109,841,67.4
35.5,3.1,47.44,104,814,66
35.2,3,53.79,97,779,65.1
35.2,3,60.11,89,733,56.1
